ID,CALLE,ALT PLANO,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen,L_SENTIDO,CATEGORIA
"7315",DORREGO AV.,"3570",-58.4223928,-34.5691273,"14",PALERMO,"130",V,,,,,,,,,,,,OFICIAL
"7316",DORREGO AV.,"3410",-58.4249836,-34.5714678,"14",PALERMO,"166",,,,,,,,,,,,,OFICIAL
"7320",EMILIO CASTRO AV.,"7381",-58.521029,-34.654499,"9",LINIERS,"113",I,,,,,,,,,,,,OFICIAL
"7322",ELCANO AV.,"3070",-58.4585381,-34.5717091,"13",COLEGIALES,"44",I,"65",I,"80",V,,,,,,,,OFICIAL
"7323",ELCANO AV.,"2755",-58.4576235,-34.5684106,"13",BELGRANO,"80",I,,,,,,,,,,,,OFICIAL
"7324",ELCANO AV.,"3002",-58.458264,-34.5711386,"13",COLEGIALES,"184",I,"168",I,,,,,,,,,,OFICIAL
"7327",ELCANO AV.,"4570",-58.4659392,-34.5901239,"15",CHACARITA,"39",,"87",,,,,,,,,,,OFICIAL
"7336",EMILIO LAMARCA,"2502",-58.4970605,-34.6084926,"11",VILLA DEL PARQUE,"109",I,,,,,,,,,,,,OFICIAL
"7337",ENTRE RIOS AV.,"1358",-58.390914,-34.624659,"1",CONSTITUCION,"151",I,"90",I,,,,,,,,,,OFICIAL
"7339",ENTRE RIOS AV.,"1130",-58.3914386,-34.6218841,"1",CONSTITUCION,"151",I,"90",I,,,,,,,,,,OFICIAL
"7343",ESPA�A AV.,"3105",-58.3550369,-34.6206657,"4",LA BOCA,"2",V,"4",I,,,,,,,,,,OFICIAL
"7344",ESPA�A AV.,"3251",-58.3433748,-34.624003,"4",LA BOCA,"4",I,"2",V,,,,,,,,,,OFICIAL
"7345",ESPA�A AV.,"2306",-58.3538309,-34.6222954,"4",LA BOCA,"2",I,"4",V,,,,,,,,,,OFICIAL
"7346",ESPA�A AV.,"2221",-58.354317,-34.622699,"4",LA BOCA,"2",V,"4",I,,,,,,,,,,OFICIAL
"7348",ESTADOS UNIDOS,"3606",-58.4167063,-34.6225296,"5",BOEDO,"75",V,,,,,,,,,,,,OFICIAL
"7352",EVA PERON AV.,"4108",-58.4709365,-34.6508273,"9",PARQUE AVELLANEDA,"97",V,"103",V,,,,,,,,,,OFICIAL
"7354",FAMATINA,"3363",-58.4089391,-34.646043,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,,,OFICIAL
"7362",PRES. FIGUEROA ALCORTA AV.,"5391",-58.4235461,-34.5620443,"14",PALERMO,"34",V,"160",V,"166",V,,,,,,,,OFICIAL
"7372",PRES. FIGUEROA ALCORTA AV.,"6301",-58.431866,-34.5556149,"14",PALERMO,"160",V,,,,,,,,,,,,OFICIAL
"7376",PRES. FIGUEROA ALCORTA AV.,"6870",-58.438976,-34.5491559,"13",BELGRANO,"42",V,"107",V,,,,,,,,,,OFICIAL
"7378",CORONEL APOLINARIO D. FIGUEROA,"12",-58.4426306,-34.6023834,"15",VILLA CRESPO,"24",I,"57",V,,,,,,,,,,OFICIAL
"7379",CORONEL APOLINARIO D. FIGUEROA,"324",-58.4458784,-34.6045969,"15",VILLA CRESPO,"106",I,,,,,,,,,,,,OFICIAL
"7380",FOREST AV.,"770",-58.4555462,-34.5835653,"15",CHACARITA,"93",I,,,,,,,,,,,,OFICIAL
"7385",GALICIA,"2918",-58.4760492,-34.6186181,"11",VILLA SANTA RITA,"53",V,,,,,,,,,,,,OFICIAL
"7387",JUAN DE GARAY AV.,"2163",-58.39503546,-34.62766605,"2",RECOLETA,"95",V,"4",,,,,,,,,,,OFICIAL
"7388",JUAN DE GARAY AV.,"1802",-58.3912838,-34.6273386,"4",PARQUE PATRICIOS,"84",V,"151",V,,,,,,,,,,OFICIAL
"7389",JUAN DE GARAY AV.,"1804",-58.3913031,-34.6273388,"4",PARQUE PATRICIOS,"90",V,,,,,,,,,,,,OFICIAL
"7390",JUAN DE GARAY AV.,"1810",-58.391361,-34.6273394,"4",PARQUE PATRICIOS,"62",I,"95",I,,,,,,,,,,OFICIAL
"7392",JUAN DE GARAY AV.,"1475",-58.3867831,-34.6270183,"1",CONSTITUCION,"84",I,"151",I,,,,,,,,,,OFICIAL
"7396",GAVILAN,"3608",-58.4871653,-34.5892688,"15",AGRONOMIA,"87",V,"110",I,,,,,,,,,,OFICIAL
"7407",GRITO DE ASENCIO,"3110",-58.4053026,-34.6467069,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,,,OFICIAL
"7413",GUZMAN AV.,"960",-58.457772,-34.586413,"15",CHACARITA,"47",V,"123",V,,,,,,,,,,OFICIAL
"7420",HERRERA,"1099",-58.37723,-34.64027,"4",BARRACAS,"129",I,,,,,,,,,,,,OFICIAL
"7421",HIPOLITO YRIGOYEN AV.,"2832",-58.406471,-34.6113481,"3",BALVANERA,"52",,,,,,,,,,,,,OFICIAL
"7422",HIPOLITO YRIGOYEN AV.,"1116",-58.3822895,-34.6097314,"1",MONSERRAT,"56",V,"64",V,,,,,,,,,,OFICIAL
"7427",GRAL. HORNOS,"21",-58.3788512,-34.6301483,"1",CONSTITUCION,"46",I,"154",I,,,,,,,,,,OFICIAL
"7429",GRAL. HORNOS,"41",-58.378855,-34.630147,"1",CONSTITUCION,"9",I,,,,,,,,,,,,OFICIAL
"7438",INDEPENDENCIA AV.,"197",-58.368549,-34.617024,"1",SAN TELMO,"2",I,,,,,,,,,,,,OFICIAL
"7441",GRAL. IRIARTE AV.,"3195",-58.3920208,-34.6512373,"4",BARRACAS,"70",V,"46",I,,,,,,,,,,OFICIAL
"7442",IRIGOYEN,"1097",-58.5137894,-34.630379,"10",VILLA LURO,"47",I,,,,,,,,,,,,OFICIAL
"7443",IRIGOYEN,"1483",-58.5182289,-34.6269597,"10",MONTE CASTRO,"47",I,"108",V,,,,,,,,,,OFICIAL
"7445",IRIGOYEN,"1889",-58.522514,-34.623658,"10",VILLA REAL,"47",I,"109",V,,,,,,,,,,OFICIAL
"7447",JOSE LEON CABEZON,"3681",-58.5158624,-34.5894507,"11",VILLA DEVOTO,"90",I,,,,,,,,,,,,OFICIAL
"7448",JOSE CUBAS,"3385",-58.5064694,-34.5923869,"11",VILLA DEVOTO,"108",,,,,,,,,,,,,OFICIAL
"7456",JUAN AGUSTIN GARCIA,"2702",-58.4798172,-34.6091984,"11",VILLA SANTA RITA,"133",I,"135",I,,,,,,,,,,OFICIAL
"7458",JUAN AGUSTIN GARCIA,"1826",-58.4686878,-34.6037191,"11",VILLA GRAL MITRE,"63",V,"109",I,,,,,,,,,,OFICIAL
"7462",JUAN B. JUSTO AV.,"9381",-58.5226445,-34.633906,"10",VERSALLES,"166",I,,,,,,,,,,,,OFICIAL
"7468",JUNIN,"786",-58.3972008,-34.6002442,"3",BALVANERA,"60",V,"109",I,,,,,,,,,,OFICIAL
"7469",JURAMENTO,"1581",-58.4486684,-34.5572189,"13",BELGRANO,"42",V,,,,,,,,,,,,OFICIAL
"7471",LA PAMPA,"350",-58.4327699,-34.5521664,"14",PALERMO,"130",V,,,,,,,,,,,,OFICIAL
"7483",FEDERICO LACROZE AV.,"4111",-58.4545632,-34.5860614,"15",CHACARITA,"184",,"176",V,"176",V,,,,,,,,OFICIAL
"7491",ANDRES LAMAS,"2524",-58.4738565,-34.6035295,"15",PATERNAL,"24",I,,,,,,,,,,,,OFICIAL
"7494",CRISOLOGO LARRALDE AV.,"5561",-58.4986935,-34.5644924,"12",SAAVEDRA,"110",V,"176",I,,,,,,,,,,OFICIAL
"7498",LARRAYA,"2389",-58.4898935,-34.6606487,"9",MATADEROS,"117",I,"180",I,,,,,,,,,,OFICIAL
"7499",LARRAYA,"2599",-58.4874317,-34.6626186,"9",MATADEROS,"117",I,"180",I,,,,,,,,,,OFICIAL
"7508",GENERAL LAS HERAS AV.,"2670",-58.400279,-34.584831,"2",RECOLETA,"60",V,"95",I,,,,,,,,,,OFICIAL
"7522",LIMA OESTE,"1493",-58.3823532,-34.6258491,"1",CONSTITUCION,"45",I,"53",V,,,,,,,,,,OFICIAL
"7523",LIMA OESTE,"1475",-58.382361,-34.625597,"1",CONSTITUCION,"129",I,"39",,,,,,,,,,,OFICIAL
"7525",LIMA OESTE,"1447",-58.3823706,-34.625258,"1",CONSTITUCION,"67",V,"100",I,,,,,,,,,,OFICIAL
"7527",LOPE DE VEGA AV.,"908",-58.5033751,-34.6305538,"10",VILLA LURO,"181",V,,,,,,,,,,,,OFICIAL
"7528",LUIS M. CAMPOS AV.,"1487",-58.443246,-34.562896,"13",BELGRANO,"15",I,"29",I,,,,,,,,,,OFICIAL
"7529",LUIS M. CAMPOS AV.,"1455",-58.442931,-34.563029,"13",BELGRANO,"60",I,"118",I,,,,,,,,,,OFICIAL
"7530",LUIS M. CAMPOS AV.,"1451",-58.443071,-34.563175,"13",BELGRANO,"55",V,,,,,,,,,,,,OFICIAL
"7531",LUIS M. CAMPOS AV.,"1436",-58.443084,-34.563378,"13",BELGRANO,"15",V,"55",I,,,,,,,,,,OFICIAL
"7534",MALABIA,"210",-58.4416492,-34.6004469,"15",VILLA CRESPO,"106",V,,,,,,,,,,,,OFICIAL
"7540",SALVADOR MARIA DEL CARRIL AV.,"2938",-58.4986177,-34.5910293,"15",AGRONOMIA,"123",V,"176",V,"108",V,,,,,,,,OFICIAL
"7541",SALVADOR MARIA DEL CARRIL AV.,"2710",-58.4960612,-34.5894356,"15",AGRONOMIA,"108",I,"123",V,,,,,,,,,,OFICIAL
"7545",MAURE,"4121",-58.4523853,-34.5873407,"15",CHACARITA,"90",I,"127",,,,,,,,,,,OFICIAL
"7546",MAZA,"636",-58.4152712,-34.6185097,"5",ALMAGRO,"164",V,,,,,,,,,,,,OFICIAL
"7547",MEDRANO AV.,"1418",-58.4193617,-34.592524,"14",PALERMO,"160",I,,,,,,,,,,,,OFICIAL
"7548",MELINCUE,"3595",-58.4979319,-34.6051516,"11",VILLA DEL PARQUE,"47",I,"84",I,,,,,,,,,,OFICIAL
"7549",MENDOZA,"1624",-58.449987,-34.5566532,"13",BELGRANO,"107",I,"107",I,,,,,,,,,,OFICIAL
"7553",MIRALLA,"116",-58.5109343,-34.6404322,"9",LINIERS,"47",V,,,,,,,,,,,,OFICIAL
"7554",MIRALLA,"402",-58.5074581,-34.6430641,"9",LINIERS,"47",V,,,,,,,,,,,,OFICIAL
"7559",MONROE AV.,"1047",-58.4459153,-34.5499108,"13",BELGRANO,"107",V,,,,,,,,,,,,OFICIAL
"7560",MONROE AV.,"3453",-58.470229,-34.5646222,"12",COGHLAN,"133",V,,,,,,,,,,,,OFICIAL
"7561",MONROE AV.,"5873",-58.4950075,-34.5792714,"12",VILLA URQUIZA,"107",V,"90",I,,,,,,,,,,OFICIAL
"7562",MONROE AV.,"2995",-58.4654,-34.561333,"13",BELGRANO,"107",V,"114",I,,,,,,,,,,OFICIAL
"7565",MONROE AV.,"2933",-58.4650156,-34.5612454,"13",BELGRANO,"133",V,,,,,,,,,,,,OFICIAL
"7566",MONROE AV.,"3421",-58.4700055,-34.5644765,"12",COGHLAN,"133",V,,,,,,,,,,,,OFICIAL
"7568",MONROE AV.,"4927",-58.4845575,-34.5732024,"12",VILLA URQUIZA,"90",I,"107",V,,,,,,,,,,OFICIAL
"7569",MONROE AV.,"4989",-58.4853373,-34.5736619,"12",VILLA URQUIZA,"71",I,"127",I,,,,,,,,,,OFICIAL
"7570",MONROE AV.,"4947",-58.4848957,-34.5734017,"12",VILLA URQUIZA,"114",I,"133",V,,,,,,,,,,OFICIAL
"7571",MONROE AV.,"4973",-58.485153,-34.5735534,"12",VILLA URQUIZA,"176",I,,,,,,,,,,,,OFICIAL
"7572",MONTEAGUDO,"30",-58.4054187,-34.6378191,"4",PARQUE PATRICIOS,"32",V,"188",V,,,,,,,,,"188-Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"7573",MONTEAGUDO,"474",-58.4044383,-34.6429066,"4",PARQUE PATRICIOS,"188",V,"118",I,,,,,,,,,,OFICIAL
"7577",ALICIA MOREAU DE JUSTO AV.,"1524",-58.3658988,-34.6157223,"1",PUERTO MADERO,"103",I,,,,,,,,,,,,OFICIAL
"7578",ALICIA MOREAU DE JUSTO AV.,"1580",-58.365947,-34.615201,"1",PUERTO MADERO,"20",V,"4",I,,,,,,,,,,OFICIAL
"7579",MORON,"3710",-58.4820931,-34.6267196,"10",FLORESTA,"181",V,,,,,,,,,,,,OFICIAL
"7581",MU�ECAS,"1427",-58.4511608,-34.5956276,"15",VILLA CRESPO,"71",I,,,,,,,,,,,,OFICIAL
"7588",NAZCA AV.,"2087",-58.4820009,-34.6105242,"11",VILLA SANTA RITA,"124",I,"84",I,,,,,,,,,,OFICIAL
"7590",NEUQUEN,"2986",-58.4741236,-34.6213075,"7",FLORES,"84",V,,,,,,,,,,,,OFICIAL
"7596",COSTANERA RAFAEL OBLIGADO AV.,"4771",-58.421167,-34.5532499,"14",PALERMO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7598",COSTANERA RAFAEL OBLIGADO AV.,"6631",-58.430743,-34.546014,"13",BELGRANO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7599",COSTANERA RAFAEL OBLIGADO AV.,"6821",-58.431103,-34.544954,"13",BELGRANO,"33",V,"45",V,,,,,,,,,,OFICIAL
"7600",COSTANERA RAFAEL OBLIGADO AV.,"6110",-58.427836,-34.551719,"14",PALERMO,"37",I,"160",I,,,,,,,,,"37-Remedios de Escalada (Lanús)|160-Don Orione (Almirante Brown), Lanús Oeste (Lanús), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"7601",COSTANERA RAFAEL OBLIGADO AV.,"6130",-58.4283878,-34.551472,"14",PALERMO,"33",I,"45",I,,,,,,,,,,OFICIAL
"7602",COSTANERA RAFAEL OBLIGADO AV.,"6706",-58.4313734,-34.5453281,"13",BELGRANO,"37",I,"160",I,,,,,,,,,,OFICIAL
"7603",COSTANERA RAFAEL OBLIGADO AV.,"6722",-58.4313634,-34.5453981,"13",BELGRANO,"33",I,"45",I,,,,,,,,,,OFICIAL
"7604",COSTANERA RAFAEL OBLIGADO AV.,"7225",-58.4354849,-34.5426273,"13",BELGRANO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7605",COSTANERA RAFAEL OBLIGADO AV.,"7255",-58.4360733,-34.5425248,"13",BELGRANO,"33",V,"45",V,,,,,,,,,,OFICIAL
"7608",COSTANERA RAFAEL OBLIGADO AV.,"6561",-58.430593,-34.546942,"13",BELGRANO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7609",COSTANERA RAFAEL OBLIGADO AV.,"6330",-58.430903,-34.549276,"13",BELGRANO,"37",I,"160",I,,,,,,,,,,OFICIAL
"7610",COSTANERA RAFAEL OBLIGADO AV.,"6340",-58.430591,-34.549781,"13",BELGRANO,"33",I,"45",I,,,,,,,,,,OFICIAL
"7611",OLAZABAL AV.,"4602",-58.4809071,-34.5737132,"12",VILLA URQUIZA,"114",,"133",I,,,,,,,,,,OFICIAL
"7612",OLAZABAL AV.,"4602",-58.4809071,-34.5737132,"12",VILLA URQUIZA,"140",V,,,,,,,,,,,,OFICIAL
"7613",OLAZABAL AV.,"2493",-58.4591925,-34.560643,"13",BELGRANO,"67",I,,,,,,,,,,,,OFICIAL
"7614",OLIDEN,"2804",-58.4898547,-34.664523,"8",VILLA LUGANO,"145",V,,,,,,,,,,,,OFICIAL
"7615",OLIDEN,"2910",-58.4887432,-34.6654029,"8",VILLA LUGANO,"80",V,,,,,,,,,,,,OFICIAL
"7621",OLLEROS,"3640",-58.4509118,-34.5825289,"15",CHACARITA,"44",I,"93",V,,,,,,,,,,OFICIAL
"7622",OLLEROS,"3642",-58.4509163,-34.5825366,"15",CHACARITA,"176",I,"140",I,,,,,,,,,,OFICIAL
"7623",OLLEROS,"3904",-58.4523549,-34.5849569,"15",CHACARITA,"93",V,"93",V,,,,,,,,,,OFICIAL
"7625",ORTIZ DE OCAMPO,"2622",-58.4043549,-34.5822546,"14",PALERMO,"102",V,,,,,,,,,,,,OFICIAL
"7626",PEDRO MORAN,"4004",-58.5105919,-34.6016699,"11",VILLA DEVOTO,"108",I,,,,,,,,,,,,OFICIAL
"7645",DON PEDRO DE MENDOZA AV.,"1612",-58.3571138,-34.6384265,"4",LA BOCA,"20",V,"53",I,,,,,,,,,,OFICIAL
"7646",DON PEDRO DE MENDOZA AV.,"1620",-58.3572581,-34.6384912,"4",LA BOCA,"152",I,"29",I,"64",I,,,,,,,,OFICIAL
"7648",PEDRO MORAN,"5404",-58.528536,-34.6133639,"10",VILLA REAL,"53",I,,,,,,,,,,,,OFICIAL
"7650",PRES. TTE. GRAL. JUAN DOMINGO PERON,"61",-58.3686956,-34.6051508,"1",SAN NICOLAS,"74",I,,,,,,,,,,,,OFICIAL
"7657",PICHINCHA,"1193",-58.3979476,-34.6229866,"3",SAN CRISTOBAL,"95",I,,,,,,,,,,,95-Avellaneda (Avellaneda),OFICIAL
"7662",PUEYRREDON AV.,"223",-58.4059798,-34.6073089,"3",BALVANERA,"64",I,,,,,,,,,,,,OFICIAL
"7664",PUEYRREDON AV.,"106",-58.4061491,-34.6086398,"3",BALVANERA,"188",I,,,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Luis Guillón (Esteban Echeverría), Villa Fiorito (Lomas de Zamora)",OFICIAL
"7665",PUEYRREDON AV.,"148",-58.4061747,-34.60835,"3",BALVANERA,"62",I,,,,,,,,,,,,OFICIAL
"7666",PUEYRREDON AV.,"150",-58.4061747,-34.60835,"3",BALVANERA,"168",V,,,,,,,,,,,,OFICIAL
"7667",PUEYRREDON AV.,"432",-58.4057077,-34.6052367,"3",BALVANERA,"101",V,"188",I,,,,,,,,,,OFICIAL
"7668",PUEYRREDON AV.,"442",-58.4056835,-34.6051348,"3",BALVANERA,"115",I,"132",V,,,,,,,,,,OFICIAL
"7672",INTEDENTE FRANCISCO RABANAL AV.,"1366",-58.417423,-34.655266,"4",NUEVA POMPEYA,"28",,"76",,,,,,,,,,,OFICIAL
"7674",COSTANERA RAFAEL OBLIGADO AV.,"1210",-58.3953672,-34.572231,"2",RECOLETA,"33",I,"45",I,,,,,,,,,,OFICIAL
"7677",COSTANERA RAFAEL OBLIGADO AV.,"1221",-58.4041106,-34.5642374,"14",PALERMO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7681",COSTANERA RAFAEL OBLIGADO AV.,"1861",-58.4004237,-34.5669232,"14",PALERMO,"37",V,"160",V,,,,,,,,,,OFICIAL
"7683",COSTANERA RAFAEL OBLIGADO AV.,"1250",-58.4056,-34.562662,"14",PALERMO,"33",I,"45",I,,,,,,,,,,OFICIAL
"7684",RAMALLO,"2302",-58.471899,-34.541949,"12",SAAVEDRA,"130",V,,,,,,,,,,,,OFICIAL
"7685",JUAN RAMIREZ DE VELASCO,"879",-58.4398643,-34.5949235,"15",VILLA CRESPO,"127",I,,,,,,,,,,,,OFICIAL
"7686",JUAN RAMIREZ DE VELASCO,"879",-58.439748,-34.5950477,"15",VILLA CRESPO,"19",I,"90",I,,,,,,,,,,OFICIAL
"7699",RIVADAVIA AV.,"2935",-58.4078275,-34.610168,"3",BALVANERA,"88",I,,,,,,,,,,,,OFICIAL
"7715",RIVADAVIA AV.,"10847",-58.5167628,-34.6390611,"9",LINIERS,"185",I,"96",I,,,,,,,,,,OFICIAL
"7716",RIVADAVIA AV.,"11035",-58.5195588,-34.638914,"9",LINIERS,"46",I,"47",V,,,,,,,,,,OFICIAL
"7717",RIVADAVIA AV.,"11045",-58.5196325,-34.6389102,"9",LINIERS,"1",I,"2",I,,,,,,,,,,OFICIAL
"7718",CNEL. ROCA AV.,"5490",-58.4568632,-34.6862978,"8",VILLA RIACHUELO,"114",V,"117",V,,,,,,,,,,OFICIAL
"7719",CNEL. ROCA AV.,"5500",-58.4569591,-34.6863947,"8",VILLA RIACHUELO,"145",V,,,,,,,,,,,,OFICIAL
"7720",CNEL. ROCA AV.,"6595",-58.4669414,-34.6949806,"8",VILLA RIACHUELO,"80",I,"145",I,,,,,,,,,,OFICIAL
"7723",PRES. JULIO ROCA DIAGONAL SUR,"516",-58.37379991,-34.60951147,"1",MONSERRAT,"24",V,,,,,,,,,,,,OFICIAL
"7729",RONDEAU,"2831",-58.4028948,-34.6352231,"4",PARQUE PATRICIOS,"150",I,"91",I,,,,,,,,,,OFICIAL
"7731",SAN NICOLAS,"4804",-58.5137393,-34.5918276,"11",VILLA DEVOTO,"107",V,,,,,,,,,,,,OFICIAL
"7732",SAENZ AV.,"1067",-58.4165663,-34.6527546,"4",NUEVA POMPEYA,"188",I,,,,,,,,,,,,OFICIAL
"7733",SAENZ AV.,"1087",-58.416568,-34.6529055,"4",NUEVA POMPEYA,"32",I,"31",I,,,,,,,,,"32-Ingeniero Budge (Lomas de Zamora), LanÃºs Este (LanÃºs), LanÃºs Oeste (LanÃºs), Nueve de Abril (Esteban EcheverrÃ­a)|31-Barrio 9 de Abril (Esteban EcheverrÃ­a)",OFICIAL
"7734",SAENZ AV.,"661",-58.4163321,-34.6475899,"4",NUEVA POMPEYA,"115",I,"164",I,,,,,,,,,,OFICIAL
"7736",SAENZ AV.,"647",-58.416309,-34.6472373,"4",NUEVA POMPEYA,"128",I,,,,,,,,,,,,OFICIAL
"7737",PRES. ROQUE SAENZ PE�A AV.,"887",-58.3789069,-34.605047,"1",SAN NICOLAS,"146",I,,,,,,,,,,,,OFICIAL
"7741",SALTA,"2038",-58.382449,-34.631186,"1",CONSTITUCION,"9",V,"28",V,,,,,,,,,,OFICIAL
"7744",SAN JUAN AV.,"3218",-58.41076,-34.62487,"3",SAN CRISTOBAL,"88",V,"127",V,,,,,,,,,,OFICIAL
"7745",SAN LUIS,"3108",-58.4089212,-34.5995427,"3",BALVANERA,"188",I,,,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Luis Guillón (Esteban Echeverría), Villa Fiorito (Lomas de Zamora)",OFICIAL
"7746",SAN LUIS,"3108",-58.4089212,-34.5995427,"3",BALVANERA,"29",V,"99",I,,,,,,,,,,OFICIAL
"7747",SAN MARTIN AV.,"2114",-58.4574133,-34.6048524,"6",CABALLITO,"110",V,,,,,,,,,,,,OFICIAL
"7749",SANCHEZ DE LORIA,"695",-58.4127555,-34.617931,"5",ALMAGRO,"7",I,,,,,,,,,,,,OFICIAL
"7750",SANTA FE AV.,"2955",-58.4074869,-34.5911903,"2",RECOLETA,"12",I,"68",I,"152",I,,,,,,,,OFICIAL
"7751",SANTA FE AV.,"2984",-58.407874,-34.59107,"2",RECOLETA,"152",V,,,,,,,,,,,,OFICIAL
"7752",SANTA FE AV.,"2249",-58.3990932,-34.5951951,"2",RECOLETA,"12",I,,,,,,,,,,,,OFICIAL
"7758",SANTA FE AV.,"3145",-58.4092963,-34.5895953,"2",RECOLETA,"194",I,,,,,,,,,,,,OFICIAL
"7761",SANTA FE AV.,"2273",-58.399456,-34.5951236,"2",RECOLETA,"39",I,"111",I,,,,,,,,,,OFICIAL
"7763",SARAZA,"4301",-58.4689538,-34.6617354,"8",VILLA LUGANO,"7",I,"101",V,,,,,,,,,,OFICIAL
"7764",SARMIENTO,"2095",-58.3964585,-34.6059095,"3",BALVANERA,"146",I,,,,,,,,,,,,OFICIAL
"7765",SARMIENTO,"2297",-58.3991624,-34.6060227,"3",BALVANERA,"146",I,,,,,,,,,,,,OFICIAL
"7766",SARMIENTO,"3031",-58.4091752,-34.6066556,"3",BALVANERA,"71",I,,,,,,,,,,,,OFICIAL
"7767",SARMIENTO,"3397",-58.4133528,-34.606127,"3",BALVANERA,"71",I,"124",I,,,,,,,,,,OFICIAL
"7771",SARMIENTO AV.,"2690",-58.4192738,-34.5792743,"14",PALERMO,"57",I,,,,,,,,,,,"57-Mariano Moreno (Moreno), Pilar (Pilar), Trujui (Moreno)|57-Palermo (CABA)",OFICIAL
"7772",SARMIENTO AV.,"2692",-58.4183124,-34.5782756,"14",PALERMO,"57",I,,,,,,,,,,,"57-Mariano Moreno (Moreno), Pilar (Pilar), Trujui (Moreno)|57-Palermo (CABA)",OFICIAL
"7773",SARMIENTO AV.,"2680",-58.4194238,-34.5794301,"14",PALERMO,"57",I,,,,,,,,,,,"57-Mariano Moreno (Moreno), Pilar (Pilar), Trujui (Moreno)|57-Palermo (CABA)",OFICIAL
"7774",SARMIENTO AV.,"2702",-58.4155762,-34.5754333,"14",PALERMO,"145",I,,,,,,,,,,,,OFICIAL
"7778",SEGUROLA AV.,"2906",-58.5098333,-34.6099763,"11",VILLA DEVOTO,"85",V,"114",I,,,,,,,,,,OFICIAL
"7783",SOLDADO DE LA FRONTERA AV.,"5283",-58.4632403,-34.686284,"8",VILLA LUGANO,"91",V,"150",I,,,,,,,,,,OFICIAL
"7785",SOLDADO DE LA FRONTERA AV.,"5330",-58.4626138,-34.6865156,"8",VILLA LUGANO,"91",I,"150",V,,,,,,,,,,OFICIAL
"7788",SOLDADO DE LA FRONTERA AV.,"5320",-58.462707,-34.686432,"8",VILLA LUGANO,"145",V,"185",I,,,,,,,,,,OFICIAL
"7789",SOLDADO DE LA FRONTERA AV.,"5358",-58.4624032,-34.6867367,"8",VILLA LUGANO,"47",V,"114",V,"117",V,,,,,,,,OFICIAL
"7791",DIOGENES TABORDA,"1124",-58.4090172,-34.6520379,"4",NUEVA POMPEYA,"188",I,,,,,,,,,,,,OFICIAL
"7794",TONELERO,"7395",-58.5255222,-34.6512369,"9",LINIERS,"4",V,,,,,,,,,,,,OFICIAL
"7795",MANUEL RICARDO TRELLES,"1116",-58.4608425,-34.6141274,"11",VILLA GRAL MITRE,"44",V,,,,,,,,,,,,OFICIAL
"7797",TRIUNVIRATO AV.,"4489",-58.4839351,-34.575707,"12",VILLA URQUIZA,"133",I,,,,,,,,,,,,OFICIAL
"7801",TRIUNVIRATO AV.,"3803",-58.4747778,-34.5805642,"15",VILLA ORTUZA,"113",V,,,,,,,,,,,,OFICIAL
"7802",TRIUNVIRATO AV.,"4308",-58.4817543,-34.5773831,"12",VILLA URQUIZA,"133",V,,,,,,,,,,,,OFICIAL
"7803",TRIUNVIRATO AV.,"4223",-58.4803678,-34.5781044,"12",VILLA URQUIZA,"133",I,,,,,,,,,,,,OFICIAL
"7804",TRIUNVIRATO AV.,"4328",-58.4823004,-34.577019,"12",VILLA URQUIZA,"71",,"127",V,"176",V,,,,,,,,OFICIAL
"7805",TRIUNVIRATO AV.,"3783",-58.4746143,-34.5807488,"15",VILLA ORTUZA,"108",I,"133",I,,,,,,,,,,OFICIAL
"7806",TRIUNVIRATO AV.,"4376",-58.4823004,-34.577019,"12",VILLA URQUIZA,"90",V,,,,,,,,,,,,OFICIAL
"7807",TRIUNVIRATO AV.,"4882",-58.48789,-34.5732342,"12",VILLA URQUIZA,"127",V,"176",V,,,,,,,,,,OFICIAL
"7808",TRIUNVIRATO AV.,"4820",-58.4875576,-34.5734926,"12",VILLA URQUIZA,"140",V,,,,,,,,,,,,OFICIAL
"7809",TRIUNVIRATO AV.,"4840",-58.4876784,-34.5733987,"12",VILLA URQUIZA,"71",V,,,,,,,,,,,,OFICIAL
"7811",TRIUNVIRATO AV.,"5864",-58.4962905,-34.564065,"12",VILLA URQUIZA,"71",V,,,,,,,,,,,,OFICIAL
"7812",TRIUNVIRATO AV.,"4630",-58.4858391,-34.5748049,"12",VILLA URQUIZA,"71",V,"127",V,,,,,,,,,,OFICIAL
"7813",TRIUNVIRATO AV.,"4612",-58.4856536,-34.5749164,"12",VILLA URQUIZA,"114",I,,,,,,,,,,,,OFICIAL
